Welcome to the profile statistics browser.
cProfile.out% Wed Jan 15 17:53:44 2025    cProfile.out

         53266001 function calls (53251305 primitive calls) in 21.731 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4878(PrecededBy)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4959(Located)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5026(__init__)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5040(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5001(NotAny)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5045(__init__)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5060(stopOn)
       22    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5066(parseImpl)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5044(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5148(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5120(OneOrMore)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5166(__init__)
       20    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5176(parseImpl)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5182(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5152(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5187(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5186(DelimitedList)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5251(_NullToken)
       23    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5301(__init__)
       22    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5309(parseImpl)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5327(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5259(Opt)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5400(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5424(_update_ignorer)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5338(SkipTo)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5490(Forward)
       29    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5756(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5751(TokenConverter)
       10    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5780(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5761(Combine)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5839(__init__)
       12    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5844(postParse)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5818(Group)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5897(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5855(Dict)
       14    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5973(__init__)
        7    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5978(__add__)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5990(postParse)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:5942(Suppress)
       12    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:6055(<lambda>)
       97    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:6101(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:6098(<lambda>)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:6104(<genexpr>)
        2    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:6072(srange)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:6109(token_map)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:6209(<listcomp>)
        1    0.000    0.000    0.006    0.006 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:19(<genexpr>)
       33    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:26(__init__)
      129    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:29(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:22(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:103(List)
      306    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:153(__new__)
  306/282    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:176(__init__)
       11    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:222(<listcomp>)
       61    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:215(__getitem__)
       33    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:224(__setitem__)
       30    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:263(__contains__)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:266(__len__)
       65    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:269(__bool__)
       17    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:272(__iter__)
       10    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:349(get)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:441(__getattr__)
       15    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:460(<lambda>)
       14    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:462(<listcomp>)
       65    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:454(__iadd__)
       44    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:572(copy)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:39(ParseResults)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/results.py:1(<module>)
      175    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:213(<lambda>)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:247(<genexpr>)
       25    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:251(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:153(one_of)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:546(_makeTags)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:604(make_html_tags)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:648(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:662(OpAssoc)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:1039(<listcomp>)
        1    0.000    0.000    0.003    0.003 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/html/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/html/entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/testing.py:22(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/testing.py:17(pyparsing_test)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/testing.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/common.py:8(pyparsing_common)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/common.py:432(<listcomp>)
        1    0.000    0.000    0.003    0.003 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/_enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/_enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/_enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/_enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/_enums.py:119(CapStyle)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/_enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/_enums.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:62(_process_keys)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:150(__init__)
       90    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:185(keys)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:190(change_key)
      138    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:247(<genexpr>)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:226(_from_iter)
      138    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:259(__iter__)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:438(<dictcomp>)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:416(by_key)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:119(Cycler)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:482(cycler)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:546(_cycler)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/cycler/__init__.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/__init__.py:12(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/_version.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/kiwisolver/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/kiwisolver/exceptions.py:15(BadRequiredStrength)
