Welcome to the profile statistics browser.
cProfile.out% Wed Jan 15 17:53:44 2025    cProfile.out

         53266001 function calls (53251305 primitive calls) in 21.731 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:80(alphanums)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:85(identchars)
      130    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:135(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:141(Latin1)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:148(LatinA)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:154(LatinB)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:160(Greek)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:200(Cyrillic)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:213(Chinese)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:239(Kanji)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:246(Hiragana)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:258(Katakana)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:236(Japanese)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:282(Hangul)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:304(CJK)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:307(Thai)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:314(Arabic)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:322(Hebrew)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:336(Devanagari)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:123(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/unicode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/actions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:81(__compat__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:117(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:104(__diag__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:126(Diagnostics)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:185(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:244(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:247(_ParseActionIndexError)
       12    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:283(wrapper)
       19    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:263(_trim_arity)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:327(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:457(DebugActions)
      245    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:462(__init__)
      461    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:523(copy)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:552(set_results_name)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:586(_setResultsName)
       30    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:696(<genexpr>)
       15    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:698(<listcomp>)
       15    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:617(set_parse_action)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:711(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:705(add_parse_action)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:717(add_condition)
      154    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:791(preParse)
      156    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:806(postParse)
   306/12    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:810(_parseNoCache)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:940(_CacheType)
       14    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:967(clear)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:954(NullCache)
     78/4    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:977(_parseCache)
       22    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1027(reset_cache)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1100(enable_packrat)
       12    0.000    0.000    0.003    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1149(parse_string)
       66    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1446(__add__)
        7    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1482(__radd__)
        9    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1547(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1575(makeOptionalList)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1515(__mul__)
       16    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1598(__or__)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1624(__xor__)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1664(__invert__)
       11    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1734(__call__)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1754(suppress)
      171    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1771(leave_whitespace)
      137    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1782(set_whitespace_chars)
  210/117    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1907(default_name)
       59    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1919(set_name)
  280/180    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1944(name)
   193/93    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1953(__str__)
       85    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1959(streamline)
       34    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:1964(recurse)
      139    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2013(__eq__)
      156    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2022(__hash__)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:395(ParserElement)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2356(_PendingSkip)
       93    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2402(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2397(Token)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2409(NoMatch)
      169    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2440(__new__)
      127    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2453(__getnewargs__)
       42    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2456(__init__)
       51    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2466(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2424(Literal)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2482(__init__)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2487(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2477(Empty)
       54    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2495(parseImpl)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2494(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2504(Keyword)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2621(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2648(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2673(CloseMatch)
        7    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2827(__init__)
       11    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2946(charsAsStr)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2945(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:2760(Word)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3011(Char)
       35    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3058(__init__)
        6    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3110(re)
        6    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3131(re_match)
       44    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3139(_generateDefaultName)
       58    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3143(parseImpl)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3033(Regex)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3207(QuotedString)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3464(__init__)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3499(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3506(parseImpl)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3443(CharsNotIn)
       22    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3563(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3559(__init__)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3582(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3581(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3523(White)
        7    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3601(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3600(PositionToken)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3607(GoToColumn)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3664(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3641(LineStart)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3695(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3690(LineEnd)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3718(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3713(StringStart)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3735(__init__)
       10    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3739(parseImpl)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3730(StringEnd)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3750(WordStart)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3776(WordEnd)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3803(Tag)
      263    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3863(<genexpr>)
       86    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3850(__init__)
       21    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3876(recurse)
       62    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3892(<listcomp>)
     62/9    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3884(leave_whitespace)
     30/4    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3924(streamline)
   133/64    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3979(<listcomp>)
   133/64    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3976(copy)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3982(_setResultsName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:3845(ParseExpression)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4034(_ErrorStop)
      143    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4064(<genexpr>)
       67    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4042(__init__)
       44    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4079(<genexpr>)
       56    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4124(<genexpr>)
     22/3    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4077(streamline)
    72/12    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4127(parseImpl)
       78    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4171(<genexpr>)
       22    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4170(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4016(And)
        9    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4199(<genexpr>)
        9    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4200(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4196(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4178(Or)
       47    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4354(<genexpr>)
       47    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4355(<genexpr>)
       16    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4351(__init__)
       26    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4365(<genexpr>)
       30    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4366(<genexpr>)
       26    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4367(<genexpr>)
     10/4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4359(streamline)
    26/14    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4375(parseImpl)
       30    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4414(<genexpr>)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4413(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4333(MatchFirst)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4440(Each)
       66    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4619(__init__)
       33    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4642(recurse)
    38/18    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4645(parseImpl)
     30/9    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4662(leave_whitespace)
     23/6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4688(streamline)
       10    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4714(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4614(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4730(_Indent)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4736(_IndentGreater)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4724(IndentedBlock)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4788(AtStringStart)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4809(AtLineStart)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4865(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pyparsing/core.py:4842(FollowedBy)
